,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
631,1,14.0,5.3,1,1,1,1,1
632,1,13.5,6.4,1,0,0,0,0
633,1,11.5,6.2,1,1,0,0,1
634,1,13.6,6.3,1,0,0,1,1
635,1,14.0,5.5,1,1,1,1,1
636,1,13.0,5.4,0,0,0,0,0
637,0,15.3,5.3,1,0,0,1,1
638,1,12.2,6.0,0,0,0,0,0
639,1,12.8,6.3,0,0,0,0,0
640,1,13.5,6.4,1,0,0,0,0
641,1,12.5,6.5,1,1,1,1,1
642,1,12.8,5.6,1,1,1,1,1
643,1,12.0,6.6,1,1,1,1,1
644,0,13.6,5.9,1,1,1,1,1
645,1,12.2,5.2,1,0,0,0,0
646,1,15.1,5.4,1,1,1,1,1
647,1,13.4,5.8,0,1,0,0,0
648,1,13.8,5.9,1,0,0,0,0
649,1,11.4,5.1,0,0,0,0,0
650,0,12.2,5.7,1,1,1,1,1
651,1,14.6,6.5,1,1,1,0,1
652,1,12.2,5.7,1,0,0,0,0
653,1,12.7,5.1,1,0,1,1,1
654,1,12.4,6.8,1,1,0,1,1
655,1,11.8,5.4,1,0,0,0,0
656,1,14.7,7.1,1,1,1,1,1
657,1,14.8,6.9,1,1,1,1,1
658,0,12.0,6.4,1,1,0,1,1
659,1,14.5,5.1,0,1,1,1,1
660,1,14.0,6.0,0,1,0,0,0
661,1,14.3,5.9,1,0,1,1,0
662,0,12.2,6.1,1,1,0,1,1
663,1,14.8,5.3,1,1,1,1,1
664,1,15.1,5.6,1,1,1,1,1
665,1,12.6,6.1,1,0,1,0,0
666,1,13.8,6.2,1,1,0,1,1
667,1,14.1,5.8,0,0,1,0,0
668,0,13.8,6.4,1,1,1,1,1
669,0,15.0,6.7,1,1,1,1,1
670,1,12.9,5.8,1,1,0,1,1
671,1,13.1,6.6,1,1,1,1,1
672,0,11.8,5.6,0,0,0,0,0
673,1,13.7,5.6,0,0,0,0,0
674,1,11.7,6.0,1,1,0,0,0
675,1,13.1,6.4,0,0,0,0,0
676,1,14.3,5.7,0,0,0,0,0
677,1,15.4,5.4,1,1,1,1,1
678,1,12.4,5.1,0,0,0,0,0
679,1,14.2,6.4,0,0,0,1,0
680,1,13.4,5.7,0,0,0,0,0
681,1,14.0,5.3,1,1,1,1,1
682,1,13.5,5.5,1,1,1,1,1
683,0,14.0,5.4,1,1,1,1,1
684,1,12.2,5.6,0,0,0,0,0
685,1,11.8,6.3,0,0,0,1,0
686,1,13.9,6.2,0,0,1,0,0
687,1,11.4,6.1,0,0,0,0,0
688,1,12.2,6.4,0,1,0,0,0
689,1,13.9,5.1,1,1,1,0,1
690,1,12.7,6.3,0,0,0,0,0
691,1,13.7,5.2,1,0,0,1,0
692,0,11.4,5.4,0,0,0,0,0
693,1,12.4,6.6,1,0,1,1,1
694,1,14.7,5.6,1,1,1,1,1
695,1,14.9,6.7,1,1,1,1,1
696,1,12.8,5.7,1,0,0,0,0
697,1,13.7,6.1,0,0,0,0,0
698,1,13.2,7.0,1,1,1,1,1
699,1,14.0,5.6,0,0,0,0,0
700,1,12.3,6.3,1,1,1,1,1
701,1,12.7,5.8,1,1,1,1,1
702,1,11.9,6.0,0,0,0,0,0
703,1,13.9,5.1,0,0,0,0,0
704,1,13.9,6.3,0,0,0,0,0
705,0,15.2,5.6,1,1,1,1,1
706,1,11.5,6.7,1,1,0,1,1
707,1,13.1,5.3,1,1,1,1,1
708,1,14.4,5.3,1,1,1,1,1
709,1,14.2,5.9,0,0,0,0,0
710,1,13.2,6.9,1,0,1,1,1
711,1,14.4,6.4,1,1,1,1,1
712,1,14.1,5.7,0,0,0,0,0
713,1,13.7,5.3,0,0,0,0,0
714,1,12.2,5.3,0,0,0,0,0
715,0,14.9,5.9,1,1,1,1,1
716,1,13.3,6.1,1,1,1,1,1
717,1,14.7,7.0,0,0,1,1,1
718,1,14.8,5.9,1,1,0,0,1
719,1,14.8,6.0,1,1,1,1,1
720,1,13.1,6.7,1,0,0,1,1
721,1,12.5,5.7,0,0,0,0,0
722,1,13.8,7.0,1,1,1,1,1
723,0,12.9,6.2,0,0,0,0,0
724,1,13.0,5.4,1,1,1,0,1
725,1,14.3,6.2,1,1,0,1,1
726,1,12.0,6.3,1,1,1,0,1
727,1,13.1,6.5,1,1,1,1,1
728,0,15.5,6.3,1,0,0,1,1
729,1,12.1,5.9,1,1,1,1,1
730,1,12.1,5.2,1,0,0,0,0
731,1,12.1,6.3,0,0,1,0,0
732,1,11.7,6.0,0,0,0,0,0
733,1,11.5,6.5,0,0,0,0,0
734,0,12.6,6.1,1,1,1,1,1
735,0,13.2,6.3,0,0,0,0,0
736,1,11.7,5.9,0,0,0,0,0
737,1,12.0,6.1,1,1,1,1,1
738,1,14.2,5.2,1,1,1,1,1
739,0,13.8,6.5,1,1,1,0,1
740,0,13.8,6.8,1,1,1,1,1
741,1,11.7,6.5,0,0,0,0,0
742,1,14.9,6.6,1,1,0,1,1
743,1,12.0,6.9,0,1,1,1,1
744,1,11.8,6.4,0,0,0,0,0
745,1,14.1,5.8,0,0,0,0,0
746,0,13.6,5.9,0,1,0,0,0
747,0,14.8,5.4,0,0,1,1,1
748,1,11.8,6.4,0,1,0,0,0
749,1,11.8,5.4,1,0,1,1,1
750,0,13.9,6.1,0,0,0,0,0
751,1,12.6,5.4,0,0,0,0,0
752,1,12.8,6.5,0,0,1,0,0
753,1,11.7,5.7,0,0,0,0,0
754,1,11.7,5.7,1,0,0,0,0
755,1,13.7,5.8,0,0,1,0,0
756,1,12.8,7.1,1,1,1,0,1
757,1,12.3,6.2,0,0,1,0,0
758,1,11.9,5.5,0,1,0,1,1
759,1,12.9,6.5,0,0,0,0,0
760,1,12.2,6.0,0,1,0,0,0
761,1,12.6,5.1,0,1,1,1,1
762,1,14.3,6.1,0,0,0,0,0
763,1,14.7,5.6,1,1,1,1,1
764,1,14.9,6.6,1,1,1,1,1
765,1,11.4,5.6,0,0,0,0,0
766,1,15.3,6.2,1,0,1,1,1
767,1,13.9,6.8,1,1,1,1,1
768,1,15.5,6.8,1,1,1,1,1
769,0,12.9,6.0,0,0,0,0,0
770,1,11.7,6.4,1,0,0,1,0
771,1,14.3,6.2,0,0,0,0,0
772,1,11.7,5.3,0,0,0,1,0
773,1,11.8,5.5,0,1,0,1,0
774,0,15.0,6.3,1,1,1,1,1
775,1,12.5,5.9,1,1,1,1,1
776,1,12.2,5.8,1,0,1,0,1
777,1,12.6,5.2,0,0,0,0,0
778,0,13.9,5.9,1,1,1,1,1
779,0,11.9,6.3,1,1,0,1,1
780,0,12.3,5.5,0,0,0,0,0
781,1,11.9,6.8,0,1,1,1,1
782,0,12.6,5.4,0,0,0,0,0
783,1,12.2,5.2,1,0,1,1,1
784,1,14.1,6.1,0,0,0,1,0
785,1,12.9,7.1,1,1,1,1,1
786,1,13.5,5.4,1,1,1,1,1
787,1,12.6,5.7,0,0,0,0,0
788,1,13.5,5.6,1,0,0,0,0
789,1,13.2,7.0,1,0,1,0,1
790,1,13.5,6.4,1,0,1,0,0
791,1,12.3,5.9,0,0,0,0,0
792,1,13.3,6.4,1,0,1,0,1
793,1,11.7,5.4,1,1,1,1,1
794,1,11.5,6.3,0,1,1,1,1
795,1,14.2,6.4,1,0,1,1,1
796,1,13.8,5.9,1,1,1,1,1
797,1,11.5,5.3,0,0,0,0,0
798,1,11.5,5.9,0,0,1,0,0
799,1,13.0,5.9,0,0,1,0,0
800,1,12.2,5.2,0,0,0,0,0
801,1,14.4,5.3,1,1,1,1,1
802,1,14.2,5.8,1,1,1,0,1
803,1,13.9,6.2,1,1,1,1,1
804,0,13.1,6.1,0,0,0,0,0
805,1,13.2,5.9,1,0,0,0,0
806,1,13.1,6.6,1,1,0,1,1
807,1,12.0,6.5,0,0,0,0,0
808,1,13.3,6.3,0,0,0,0,0
809,1,13.4,5.1,0,0,0,0,0
810,1,11.5,5.1,0,0,0,0,0
811,1,13.8,5.1,0,0,1,0,0
812,1,13.3,5.4,0,0,0,0,0
813,1,13.1,6.1,0,0,1,0,0
814,1,15.2,6.4,1,1,1,1,1
815,1,11.9,6.3,1,1,1,0,1
816,1,12.7,6.3,0,0,0,0,0
817,1,13.7,6.4,0,0,0,0,0
818,1,13.0,5.8,0,0,0,0,0
819,1,12.4,6.6,1,1,1,1,1
820,1,12.2,5.2,0,1,1,1,1
821,1,12.4,5.7,0,0,0,0,0
822,1,12.3,6.0,1,0,0,0,0
823,1,14.1,5.4,1,1,0,1,1
824,1,11.5,6.2,0,1,0,0,0
825,1,13.3,5.5,0,0,0,0,0
826,1,12.9,5.3,0,0,0,0,0
827,1,13.5,6.4,1,1,1,1,1
828,0,12.9,6.2,0,0,0,0,0
829,1,12.8,5.6,0,0,0,0,0
830,1,12.6,5.2,0,1,1,0,0
831,1,12.0,7.1,1,1,1,1,1
832,1,11.6,5.5,0,0,0,0,0
833,1,12.3,6.9,1,1,1,1,1
834,1,13.4,6.1,1,1,1,1,1
835,1,15.1,6.6,1,1,1,1,1
836,1,13.5,5.9,0,1,0,0,0
837,1,13.6,5.5,0,0,0,0,0
838,1,12.4,6.8,1,1,1,0,1
839,1,12.4,6.4,1,1,1,1,1
840,1,12.8,6.6,1,1,1,1,1
841,1,12.5,5.6,0,1,0,0,0
842,1,12.8,5.3,0,1,0,0,0
843,1,12.0,6.3,0,0,0,0,0
844,1,13.3,6.1,1,1,1,1,1
845,0,13.6,5.7,1,1,1,1,1
846,1,11.8,6.0,1,1,1,1,1
847,1,12.6,6.7,1,1,1,1,1
848,1,13.8,5.8,0,1,1,0,1
849,1,12.0,5.5,0,0,0,0,0
850,1,12.0,5.2,0,1,0,0,0
851,0,15.3,6.8,1,1,1,1,1
852,1,14.3,5.9,0,0,0,0,0
853,1,12.3,5.8,0,0,0,0,0
854,1,15.0,5.6,1,1,1,1,1
855,1,13.5,6.5,1,1,1,1,1
856,1,13.2,6.2,1,1,1,0,1
857,1,11.5,6.4,0,0,0,0,0
858,1,14.6,5.3,1,1,1,1,1
859,1,14.3,6.5,0,1,0,0,0
860,1,11.4,5.5,0,0,0,0,0
861,1,12.7,5.3,0,0,0,1,0
862,1,11.4,6.4,0,1,0,0,0
863,1,14.6,6.9,1,1,1,1,1
864,1,11.5,5.5,1,1,1,1,1
865,1,12.7,5.6,0,1,0,0,0
866,1,11.5,6.0,1,0,0,0,0
867,1,12.2,5.1,0,0,0,0,0
868,1,14.2,5.3,1,1,1,0,1
869,1,11.7,5.2,0,0,0,0,0
870,1,12.5,5.8,0,0,0,0,0
871,1,13.5,5.4,0,1,0,0,1
872,1,11.5,6.5,0,0,0,0,0
873,1,13.8,5.7,0,0,0,0,0
874,1,11.6,5.8,1,1,1,1,1
875,1,13.1,6.1,0,0,0,0,0
876,0,13.7,5.8,1,1,1,1,1
877,1,11.8,6.0,0,0,1,0,0
878,1,13.4,6.5,1,1,0,1,1
879,1,12.5,6.7,1,1,1,1,1
880,0,14.9,6.0,1,1,1,1,1
881,1,15.4,7.1,1,1,1,1,1
882,1,15.3,6.4,1,1,0,1,1
883,1,13.4,5.4,0,0,0,0,0
884,1,14.0,6.5,0,0,0,0,0
885,1,14.3,6.0,1,1,1,1,1
886,1,13.3,6.3,1,1,0,0,0
887,1,11.8,5.7,1,1,1,1,1
888,1,15.2,6.6,1,1,1,1,1
889,1,11.5,6.2,1,0,1,1,1
890,1,14.7,5.7,0,1,1,1,1
891,1,11.7,5.9,0,0,1,0,0
892,1,13.3,5.4,1,1,1,1,1
893,1,14.1,5.7,1,1,1,1,1
894,1,13.0,5.4,0,0,0,0,0
895,1,13.0,6.3,0,0,0,1,0
896,1,14.6,5.3,0,0,1,1,1
897,1,15.1,6.5,1,1,1,1,1
898,1,13.7,5.8,0,0,0,0,0
899,1,13.5,6.1,0,0,0,0,0
900,0,12.9,5.7,0,0,0,0,0
901,1,13.3,6.2,0,0,0,0,0
902,1,12.2,6.2,0,0,0,0,0
903,1,13.1,5.1,0,1,0,0,0
904,1,12.5,6.0,1,1,0,1,1
905,1,13.4,5.5,0,0,0,0,0
906,1,14.3,6.7,0,1,1,1,1
907,1,12.8,7.0,0,1,1,1,1
908,1,12.4,5.3,0,1,0,0,0
909,1,13.0,5.1,0,0,0,0,0
910,1,13.7,6.8,1,1,1,1,1
911,1,13.4,5.1,0,0,0,0,0
912,0,12.0,6.2,0,1,0,0,0
913,1,13.5,6.1,0,0,0,0,0
914,1,11.6,6.5,0,0,0,0,0
915,1,15.1,6.1,1,1,1,1,1
916,1,15.0,6.0,1,1,1,0,1
917,1,12.1,5.1,1,0,0,0,0
918,1,14.1,5.3,0,1,0,1,0
919,0,14.1,6.1,0,0,0,0,0
920,1,12.3,6.4,1,1,1,1,1
921,1,13.1,5.8,0,0,0,1,0
922,1,14.6,6.8,1,1,0,1,1
923,1,11.8,6.1,1,0,1,1,1
924,0,15.5,6.4,1,0,1,1,1
925,1,12.0,6.1,0,0,0,0,0
926,0,12.0,5.5,0,0,0,0,0
927,0,14.7,6.5,1,1,1,1,1
928,1,12.2,6.4,1,1,1,1,1
929,1,15.5,5.3,1,1,1,1,1
930,1,11.4,5.1,0,0,0,0,0
931,1,12.4,5.9,1,1,1,1,1
932,1,11.5,6.3,1,1,0,1,1
933,1,12.4,6.0,0,0,0,1,0
934,1,12.6,6.5,1,1,0,1,1
935,1,13.2,6.9,1,1,1,1,1
936,1,12.6,6.0,1,1,1,1,1
937,1,12.1,5.9,0,0,0,0,0
938,1,12.1,5.9,0,0,0,0,0
939,1,14.1,6.4,1,1,0,0,0
940,1,12.4,6.2,0,0,0,0,0
941,1,12.2,5.7,1,1,0,1,1
942,1,14.5,7.1,1,1,1,0,1
943,0,12.1,6.1,0,0,0,0,0
944,1,13.7,5.7,0,0,0,0,0
945,1,11.9,5.6,1,1,0,0,0
946,1,11.6,6.8,1,1,1,0,1
947,0,14.2,5.8,0,0,0,0,0
948,1,12.9,6.4,0,0,0,1,0
949,1,13.2,7.1,1,1,1,1,1
950,0,13.9,5.4,0,0,0,0,0
951,1,13.2,7.0,1,1,1,1,1
952,1,11.7,6.0,1,1,1,1,1
953,0,14.1,5.5,1,0,0,0,0
954,1,12.3,5.8,1,0,0,0,0
955,1,13.9,5.1,1,1,1,1,1
956,0,12.0,5.8,0,0,0,0,0
957,1,12.7,6.5,1,1,1,0,1
958,1,14.6,5.4,0,1,1,0,1
959,1,12.3,6.3,0,0,0,0,0
960,1,12.5,7.0,1,0,0,1,1
961,1,13.2,6.1,0,0,0,0,0
962,1,13.5,5.3,0,0,0,0,0
963,0,13.8,6.1,1,1,0,1,1
964,1,13.2,6.3,1,1,0,1,1
965,1,13.0,7.0,1,1,1,1,1
966,1,13.5,6.0,1,1,1,1,1
967,1,14.0,7.0,1,1,0,1,1
968,1,14.2,6.2,0,1,0,0,0
969,1,14.3,6.5,0,0,0,0,0
970,1,12.8,6.1,0,0,0,1,0
971,1,15.0,6.6,1,1,1,0,1
972,1,15.1,5.6,1,1,0,1,1
973,1,12.0,6.2,0,0,0,0,0
974,1,13.3,6.0,0,0,0,0,0
975,1,13.3,6.3,0,1,0,0,0
976,1,11.9,5.7,0,0,0,0,0
977,0,13.2,6.3,1,1,1,1,1
978,1,13.3,5.9,0,1,1,1,1
979,0,11.7,7.0,1,1,1,0,1
980,1,13.8,7.0,1,1,1,1,1
981,1,13.3,6.2,1,0,1,0,1
982,1,12.1,5.8,0,1,0,0,0
983,1,14.3,6.1,1,1,1,1,1
984,0,14.5,6.5,1,1,1,1,1
985,1,11.5,6.4,1,1,1,1,1
986,1,12.8,6.2,1,1,1,1,1
987,1,13.1,5.3,1,1,0,1,1
988,0,13.4,5.3,1,1,1,1,1
989,1,12.6,6.5,0,0,0,0,0
990,1,11.6,6.2,0,0,0,0,0
991,1,11.7,6.0,0,0,0,0,0
992,1,13.9,5.5,1,0,0,0,0
993,1,13.8,5.3,1,1,1,1,1
994,1,12.5,6.0,0,1,0,0,0
995,1,13.6,5.3,0,1,0,1,1
996,0,12.7,6.0,0,0,0,1,0
997,1,14.1,5.3,0,0,0,0,0
998,1,12.1,6.2,1,1,1,0,1
999,1,14.9,6.0,1,1,1,1,1
1000,1,14.2,5.7,1,1,1,1,1
1001,1,13.4,6.1,1,1,1,1,1
1002,0,13.5,6.4,1,1,1,1,1
1003,1,13.4,5.4,1,0,0,0,0
1004,1,14.1,6.3,0,0,0,0,0
1005,1,12.5,5.2,0,0,0,0,0
1006,1,14.0,6.3,1,1,0,0,0
1007,1,13.4,6.4,0,0,0,0,0
1008,1,14.6,6.1,1,1,1,1,1
1009,1,12.6,6.2,0,0,0,0,0
1010,1,14.1,5.2,0,0,0,0,0
1011,1,11.8,6.7,1,0,1,1,1
1012,1,14.9,6.5,1,1,0,1,1
1013,1,15.1,6.1,1,1,1,1,1
1014,1,15.4,7.0,1,1,1,1,1
1015,0,13.6,5.7,1,1,1,1,1
1016,0,13.0,5.3,1,1,1,1,1
1017,1,14.3,5.6,1,1,1,1,1
1018,1,13.9,6.4,0,0,0,1,0
1019,1,12.4,5.1,1,1,1,1,1
1020,1,11.9,5.3,0,0,0,0,0
1021,1,14.8,6.2,1,1,1,1,1
1022,1,13.0,5.5,1,1,1,1,1
1023,0,12.8,7.1,0,0,1,1,1
1024,0,11.4,6.5,0,0,0,0,0
1025,1,13.8,6.2,1,1,1,1,1
1026,1,11.7,5.9,0,0,0,1,0
1027,1,11.5,5.9,1,1,1,1,1
1028,0,14.0,6.3,1,1,1,0,1
1029,1,12.9,6.3,1,1,1,1,1
1030,1,12.6,6.6,1,1,1,1,1
1031,1,11.6,5.3,0,0,0,1,0
1032,1,13.0,6.3,1,1,1,0,1
1033,1,12.1,6.4,1,1,0,1,1
1034,1,12.0,6.1,0,0,0,0,0
1035,1,11.5,5.3,0,0,0,0,0
1036,1,15.5,6.8,1,1,1,1,1
1037,1,13.8,6.3,0,0,0,0,0
1038,1,13.9,6.3,1,1,0,0,1
1039,1,13.4,6.9,0,0,1,1,1
1040,0,14.3,5.9,1,1,1,0,1
1041,1,12.9,5.7,0,0,0,0,0
1042,1,13.4,6.4,0,1,0,0,0
1043,1,11.7,6.3,0,0,0,0,0
1044,1,13.6,6.2,1,1,1,0,1
1045,1,13.4,6.1,1,0,0,0,0
1046,1,13.7,5.2,0,1,0,0,0
1047,1,14.2,5.6,1,1,1,1,1
1048,1,12.1,5.9,0,1,0,0,0
1049,1,13.5,6.2,1,1,1,1,1
1050,1,14.2,6.0,0,0,0,0,0
1051,1,14.7,6.9,1,1,1,0,1
1052,1,13.4,6.4,1,0,0,0,0
1053,0,12.8,5.7,1,1,0,1,1
1054,1,14.7,5.1,1,1,1,1,1
1055,1,13.2,5.9,1,1,1,1,1
1056,1,12.3,6.6,1,1,1,1,1
1057,1,14.0,5.8,1,1,1,1,1
1058,0,13.8,5.8,1,1,1,1,1
1059,1,15.5,6.5,1,1,1,1,1
1060,1,12.6,6.6,1,1,1,1,1
1061,1,15.2,7.0,1,1,1,1,1
1062,1,14.3,5.4,0,0,0,0,0
1063,1,14.8,5.1,1,1,1,1,1
1064,1,12.6,5.6,0,0,1,1,0
1065,1,13.6,6.1,0,0,0,0,0
1066,1,15.0,7.0,1,1,1,1,1
1067,0,12.1,6.3,0,0,0,0,0
1068,0,13.4,6.2,0,1,1,1,1
1069,1,12.2,6.5,1,0,1,1,1
1070,1,12.7,5.8,1,1,0,1,0
1071,1,13.1,5.9,1,1,0,1,1
1072,1,14.6,6.9,1,1,1,1,1
1073,1,14.7,6.3,1,1,1,0,1
1074,0,15.5,5.5,1,1,1,1,1
1075,0,14.9,6.6,1,1,1,1,1
1076,1,14.3,5.2,1,1,1,1,1
1077,1,11.9,6.3,0,1,1,1,1
1078,1,13.6,5.5,1,1,1,1,1
1079,1,14.0,5.9,0,0,0,0,0
1080,1,12.4,5.7,0,0,0,0,0
1081,1,11.9,6.1,1,1,1,1,1
1082,1,14.2,5.1,1,0,1,1,1
1083,1,11.9,6.4,1,1,1,1,1
1084,1,13.3,5.9,1,1,1,1,1
1085,1,12.0,6.6,1,1,1,1,1
1086,1,13.9,6.5,1,1,1,1,1
1087,1,13.8,6.5,1,1,1,1,1
1088,1,14.0,6.0,0,0,0,0,0
1089,1,12.0,5.9,0,0,0,0,0
1090,1,14.1,6.5,1,0,1,1,1
1091,0,11.7,5.4,0,0,0,0,0
1092,1,13.0,5.4,0,0,0,0,0
1093,1,11.4,6.0,0,0,0,0,0
1094,1,12.7,5.5,0,1,1,0,0
1095,1,12.7,5.4,0,1,1,1,1
1096,1,13.9,5.2,1,0,0,0,0
1097,1,14.6,5.2,1,1,1,1,1
1098,0,13.6,5.5,0,0,0,0,0
1099,1,11.8,5.1,0,0,0,0,0
1100,1,12.1,5.9,0,0,0,0,0
1101,1,14.3,5.1,1,0,1,1,1
1102,1,15.4,6.9,1,1,0,1,1
1103,1,11.9,5.5,0,0,0,0,0
1104,1,14.0,7.0,1,0,0,1,1
1105,1,13.1,5.1,0,1,0,0,0
1106,1,11.7,5.2,0,1,0,1,1
1107,1,12.2,6.5,1,1,1,1,1
1108,1,15.2,7.1,1,1,1,1,1
1109,1,13.2,5.2,1,0,0,0,0
1110,1,15.4,5.2,1,1,1,0,1
1111,1,12.1,6.1,1,1,1,0,1
1112,1,14.0,5.6,0,0,0,0,0
1113,1,13.3,5.8,0,0,0,0,0
1114,1,12.9,5.6,0,0,0,0,0
1115,1,11.7,6.0,1,1,1,1,1
1116,1,15.2,6.8,1,1,1,1,1
1117,1,12.6,6.4,0,0,0,0,0
1118,1,12.5,6.0,0,0,0,0,0
1119,1,11.5,6.0,0,1,0,0,0
1120,1,12.3,5.2,1,1,1,1,1
1121,1,13.6,5.2,0,0,0,0,0
1122,1,13.1,6.4,1,1,1,1,1
1123,1,11.6,6.5,1,1,1,1,1
1124,0,13.5,7.1,1,1,1,1,1
1125,1,12.1,5.4,0,0,0,0,0
1126,0,15.2,5.4,1,1,1,1,1
1127,1,11.9,5.9,0,0,1,0,0
1128,1,11.4,5.1,0,0,1,0,0
1129,1,11.9,6.9,1,1,1,1,1
1130,0,11.8,7.0,1,1,1,0,1
1131,1,13.6,5.1,1,0,1,1,1
1132,1,11.9,6.1,1,1,1,0,1
1133,1,13.3,5.9,0,0,0,0,0
1134,1,13.9,5.1,1,1,0,0,0
1135,1,12.6,6.8,1,1,0,1,1
1136,1,12.1,6.1,1,1,1,1,1
1137,0,14.0,5.1,1,1,1,1,1
1138,1,12.4,5.8,0,0,0,0,0
1139,1,12.3,5.9,0,0,0,0,0
1140,1,14.0,6.3,1,1,1,1,1
1141,1,12.7,5.9,1,1,1,1,1
1142,1,13.8,6.3,1,1,1,1,1
1143,1,13.0,5.7,1,1,1,1,1
1144,0,14.0,5.9,1,1,1,1,1
1145,1,14.3,6.4,0,0,0,0,0
1146,1,11.9,5.9,0,1,1,1,1
1147,1,14.4,7.1,1,1,1,1,1
1148,1,13.5,6.3,0,0,0,1,0
1149,1,12.2,7.1,0,1,1,1,1
1150,1,11.9,5.8,1,1,1,0,1
1151,0,13.2,6.3,0,0,0,1,0
1152,1,14.5,5.7,1,1,1,1,1
1153,1,13.0,6.0,0,0,0,0,0
1154,1,12.0,6.1,1,1,1,1,1
1155,1,12.6,6.1,0,1,0,0,0
1156,1,15.4,5.2,1,1,1,1,1
1157,1,12.8,5.5,0,0,0,0,0
1158,1,12.9,5.7,0,0,0,0,0
1159,0,15.3,5.9,1,1,1,1,1
1160,0,14.0,5.5,0,0,0,0,0
1161,1,11.8,6.0,0,0,0,0,0
1162,1,12.8,5.2,0,1,0,0,0
1163,1,14.8,5.2,1,1,1,0,1
1164,1,14.4,6.5,1,1,0,1,1
1165,0,13.1,5.9,0,0,0,0,0
1166,0,13.9,6.0,0,0,0,0,0
1167,1,11.7,5.2,0,0,0,0,0
1168,1,13.2,5.1,1,1,1,0,1
1169,1,12.9,6.1,0,0,0,0,0
1170,0,13.3,6.0,1,1,1,1,1
1171,1,13.0,6.5,0,0,0,0,0
1172,1,13.5,5.7,0,0,0,0,0
1173,1,11.7,5.7,1,1,1,1,1
1174,1,12.2,5.5,0,0,0,1,0
1175,1,13.2,6.1,0,0,0,0,0
1176,1,12.7,6.0,0,0,0,0,0
1177,1,13.3,5.4,0,1,0,0,0
1178,1,12.3,6.5,0,0,0,0,0
1179,1,12.8,5.1,0,0,0,0,0
1180,1,11.4,6.0,0,1,0,0,0
1181,1,11.6,5.9,0,0,0,0,0
1182,0,14.1,6.7,1,1,1,1,1
1183,1,13.8,5.5,1,1,1,1,1
1184,0,12.5,6.2,0,0,0,0,0
1185,1,13.2,5.2,1,1,1,1,1
1186,1,14.1,5.7,0,0,0,0,0
1187,0,13.0,5.5,1,0,1,0,1
1188,1,14.0,5.7,0,0,0,0,0
1189,1,14.1,6.1,0,0,0,0,0
1190,1,13.7,5.8,1,1,1,1,1
1191,1,14.2,6.5,0,0,1,0,0
1192,0,12.5,6.4,0,0,0,0,0
1193,1,12.8,5.7,0,0,0,1,0
1194,1,11.5,5.4,0,0,0,0,0
1195,1,12.4,6.6,1,1,1,1,1
1196,1,14.3,6.5,1,1,1,1,1
1197,1,14.5,6.5,0,1,1,1,1
1198,1,11.9,5.2,0,0,0,1,0
1199,1,15.5,5.3,0,1,1,1,1
1200,1,12.2,5.1,1,1,1,0,1
1201,1,11.6,5.6,0,0,0,0,0
1202,1,14.9,5.3,1,1,1,1,1
1203,1,11.6,6.0,0,0,0,0,0
1204,1,12.1,6.0,1,1,1,1,1
1205,1,13.6,6.2,0,0,0,1,0
1206,1,11.8,6.3,0,0,0,0,0
1207,1,11.6,5.1,1,1,1,0,1
1208,1,11.8,6.9,1,0,1,0,1
1209,0,12.3,6.4,0,0,0,0,0
1210,1,13.6,6.5,0,1,1,0,0
1211,1,14.6,6.5,1,1,1,1,1
1212,1,13.1,5.3,0,1,0,1,0
1213,1,15.1,7.0,1,1,1,1,1
1214,1,13.8,6.2,1,1,1,1,1
1215,1,13.3,5.4,1,0,0,0,0
1216,1,11.7,5.4,0,0,0,0,0
1217,1,12.1,6.3,1,1,1,1,1
1218,0,13.0,5.1,0,0,1,1,1
1219,1,13.2,5.7,0,1,1,1,1
1220,1,14.1,6.4,0,0,1,1,0
1221,1,14.5,6.8,0,1,1,1,1
1222,1,14.0,5.6,0,0,1,1,0
1223,1,11.9,5.9,0,0,0,0,0
1224,1,12.7,5.9,0,1,0,0,0
1225,1,12.4,5.4,0,0,0,0,0
1226,1,12.2,6.1,1,1,1,1,1
1227,0,14.1,5.8,0,0,0,0,0
1228,1,13.1,6.3,0,1,1,0,1
1229,1,15.0,6.5,1,1,1,1,1
1230,1,11.7,5.1,1,1,1,1,1
1231,1,12.6,5.8,1,0,1,1,1
1232,1,11.9,6.0,0,0,0,0,0
1233,1,13.6,5.8,0,0,0,0,0
1234,1,11.6,6.5,0,0,0,0,0
1235,0,14.0,6.4,1,0,0,0,0
1236,1,11.5,6.6,1,1,1,1,1
1237,1,14.0,6.0,0,1,1,1,1
1238,1,14.1,5.8,1,1,1,1,1
1239,1,13.0,5.5,1,1,1,1,1
1240,1,12.7,5.9,0,0,1,0,0
1241,1,13.4,6.0,0,0,1,0,0
1242,1,12.9,5.5,0,1,1,1,1
1243,1,14.5,6.0,1,1,1,1,1
1244,1,13.3,5.1,0,0,0,0,0
1245,1,13.3,6.5,0,0,0,0,0
1246,1,14.3,5.2,0,0,0,0,0
1247,1,12.7,6.1,0,0,0,0,0
1248,1,13.8,5.8,0,1,0,0,0
1249,1,12.7,5.6,1,0,1,1,1
1250,1,11.8,5.5,1,0,0,0,0
1251,1,11.7,5.4,0,0,0,0,0
1252,1,12.0,5.5,0,1,0,0,0
